sampleID	band	species	location	site	nest	year	age	sex	experiment	treatment	cap_doy	cap_num	age	mass	bhead	fwing	dist_time	latency	sseries_type	cort1_raw	cort1_correct	glucose1	buty	bleed2_time	cort2_raw	cort2_correct	glucose2	inject1_type	inject1_dose	inject1_time	inject2_type	inject2_dose	inject2_time	bleed3_time	cort3_raw	cort3_correct	glucose3	release	fate	micro_nb	blood_nb	bolus_nb	lifetag_nb	notes
	278171888	TRES	Ithaca	Unit_2	109	2019	Nestling	Unknown	Color_Stressor	Control_Dull	167		15	14.75			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	57.26	60.56	280		Died	M19N254	190462			
P19N286	278171889	TRES	Ithaca	Unit_2	109	2019	Nestling	Unknown	Color_Stressor	Control_Dull	167		15	15			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	53.38	56.45	157		Fledged	M19N255	190463			
	278171890	TRES	Ithaca	Unit_2	109	2019	Nestling	Unknown	Color_Stressor	Control_Dull	167		15	13.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	59.03	62.43	222		Fledged	M19N256	190464			
	278171891	TRES	Ithaca	Unit_2	109	2019	Nestling	Unknown	Color_Stressor	Control_Dull	167		15	15			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	41.68	44.08	233		Fledged	M19N257	190465			
	281128727	TRES	Ithaca	Unit_2	80	2019	Nestling	Unknown	Color_Stressor	Control_Dull	167		15	13.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	38.11	40.31	139		Died	M19N258	190466			
	281128728	TRES	Ithaca	Unit_2	80	2019	Nestling	Unknown	Color_Stressor	Control_Dull	167		15	12.25			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	10.27	10.86	178		Died	M19N259	190467			
	281128729	TRES	Ithaca	Unit_2	80	2019	Nestling	Unknown	Color_Stressor	Control_Dull	167		15	12.75			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	25.88	27.37	128		Died	M19N260	190468			
	281128730	TRES	Ithaca	Unit_2	80	2019	Nestling	Unknown	Color_Stressor	Control_Dull	167		15	16.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	42.17	44.6	199		Fledged	M19N261	190469			
P19N283	281128731	TRES	Ithaca	Unit_2	80	2019	Nestling	Unknown	Color_Stressor	Control_Dull	167		15	13.25			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	24.54	25.95	178		Died	M19N262	190470			
	281128732	TRES	Ithaca	Unit_2	80	2019	Nestling	Unknown	Color_Stressor	Control_Dull	167		15	13.25			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	19.08	20.18	157		Died	M19N263	190471			
P19N284	281128737	TRES	Ithaca	Unit_2	39	2019	Nestling	Unknown	Color_Stressor	Control_Control	167		15	17.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	21.98	23.25	217		Fledged	M19N264	190472			
	281128738	TRES	Ithaca	Unit_2	39	2019	Nestling	Unknown	Color_Stressor	Control_Control	167		15	16			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	31.81	33.65	174		Fledged	M19N265	190473			
P19N285	281128739	TRES	Ithaca	Unit_2	39	2019	Nestling	Unknown	Color_Stressor	Control_Control	167		15	17			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	19.93	21.08	182		Fledged	M19N266	190474			
	281128740	TRES	Ithaca	Unit_2	39	2019	Nestling	Unknown	Color_Stressor	Control_Control	167		15	14.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	23.09	24.43	195		Fledged	M19N267	190475			
	281128741	TRES	Ithaca	Unit_2	39	2019	Nestling	Unknown	Color_Stressor	Control_Control	167		15	16.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	43.31	45.81	219		Fledged	M19N268	190476			
P19N287	281128733	TRES	Ithaca	Unit_2	20	2019	Nestling	Unknown	Color_Stressor	Control_Control	167		15	17.25			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	30.36	32.12	214		Fledged	M19N269	190477			
	281128735	TRES	Ithaca	Unit_2	20	2019	Nestling	Unknown	Color_Stressor	Control_Control	167		15	17.75			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	45.16	47.76	209		Fledged	M19N270	190478			
	281128736	TRES	Ithaca	Unit_2	20	2019	Nestling	Unknown	Color_Stressor	Control_Control	167		15	18			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	31.8	33.64	250		Fledged	M19N271	190479			
P19N306	278172160	TRES	Ithaca	Unit_2	64	2019	Adult	F	Color_Stressor	Predator_Dull	168	3	ASY	18.25	28.6	115	00-Jan-00	00-Jan-00	B_S_A30	3.21	3.39	230		00-Jan-00	27.44	29.02	240	Cortro	5.5	00-Jan-00				00-Jan-00	23.23	24.57	239	00-Jan-00		M19N272	190516			
P19N307	272107774	TRES	Ithaca	Unit_2	64	2019	Adult	M	Color_Stressor	Mate_Predator_Dull	168	1	AHY	19	27.6	118	00-Jan-00	00-Jan-00	B_S_D	2.79	2.95	213		00-Jan-00	39.55	41.83	297	Dex	8.5	00-Jan-00				00-Jan-00	7.71	8.16	298	00-Jan-00		M19N273	190517			
P19N308	278171896	TRES	Ithaca	Unit_2	78	2019	Adult	F	Color_Stressor	Predator_Control	168	3	ASY	19	28.9	119	00-Jan-00	00-Jan-00	B_S_A30	1.06	1.12	228		00-Jan-00	15.21	16.09	304	Cortro	5.5	00-Jan-00				00-Jan-00	56.27	59.51	335	00-Jan-00		M19N274	190518			The age is entered as ASY but for the same bird the age is SY for capture #1 and #2
P19N309	281128601	TRES	Ithaca	Unit_2	99	2019	Adult	F	Color_Stressor	Control_Control	168	3	SY	17.5	28.2	122	00-Jan-00	00-Jan-00	B_S_A30	0.62	0.65	283		00-Jan-00	37.93	40.11	266	Cortro	5.5	00-Jan-00				00-Jan-00	84.6	89.47	263	00-Jan-00		M19N275	190519			
P19N310	278171894	TRES	Ithaca	Unit_2	99	2019	Adult	M	Color_Stressor	Mate_Control_Control	168	1	AHY	17.5	29	122	00-Jan-00	00-Jan-00	B_S_D	8.09	8.56	237		00-Jan-00	30.3	32.05	223	Dex	9	00-Jan-00				00-Jan-00	9.2	9.73	241	00-Jan-00		M19N276	190520			
P19N311	272106728	TRES	Ithaca	Unit_2	54	2019	Adult	F	Color_Stressor	Predator_Control	168	3	SY	18	28.3	120	00-Jan-00	00-Jan-00	B_S_A30	4.31	4.55	219		00-Jan-00	68.02	71.93	244	Cortro	5.5	00-Jan-00				00-Jan-00	71.55	75.67	250	00-Jan-00		M19N277	190521			
P19N312	278171879	TRES	Ithaca	Unit_2	54	2019	Adult	M	Color_Stressor	Predator_Control	168	1	AHY	18	29.1	118	00-Jan-00	00-Jan-00	B_S_D	1.09	1.16	206		00-Jan-00	65.23	68.98	203	Dex		00-Jan-00				00-Jan-00	44.04	46.58	165	00-Jan-00		M19N278	190522			
P19N313	281128602	TRES	Ithaca	Unit_2	85	2019	Adult	F	Color_Stressor	Control_Dull	168	3	ASY	18.5	28.5	116	00-Jan-00	00-Jan-00	B_S_A30	0.06	0.47	235		00-Jan-00	12.45	13.17	239	Cortro	5.5	00-Jan-00				00-Jan-00	29.69	31.4	237	00-Jan-00		M19N279	190523			
P19N314	278172287	TRES	Ithaca	Unit_2	85	2019	Adult	M	Color_Stressor	Mate_Control_Dull	168	1	AHY	18	28.9	121	00-Jan-00	00-Jan-00	B_S_D	9.26	9.8	183		00-Jan-00	82.08	86.81	178	Dex	8	00-Jan-00				00-Jan-00	33.28	35.19	164	00-Jan-00		M19N280	190524			
P19N315	278171877	TRES	Ithaca	Unit_2	9	2019	Adult	F	Color_Stressor	Predator_Dull	168	3	SY	17.5	27.4	110	00-Jan-00	00-Jan-00	B_S_A30	1.29	1.36	214		00-Jan-00	20.84	22.04	253	Cortro		00-Jan-00				00-Jan-00	57.99	61.32	299	00-Jan-00		M19N281	190525			
P19N316	272106986	TRES	Ithaca	Unit_2	9	2019	Adult	M	Color_Stressor	Mate_Predator_Dull	168	1	AHY	17	28.5	120	00-Jan-00	00-Jan-00	B_S_D	4.38	4.63	212		00-Jan-00	89.4	94.54	239	Dex	7.5	00-Jan-00				00-Jan-00	33.87	35.82	231	00-Jan-00		M19N282	190526			
P19N317	272107361	TRES	Ithaca	Unit_2	31	2019	Adult	F	Color_Stressor	Control_Control	168	3	SY	17	28.3	111	00-Jan-00	00-Jan-00	B_S_A30	0.75	0.79	223		00-Jan-00	33.09	34.99	308	Cortro	5.5	00-Jan-00				00-Jan-00	122.28	129.31	252	00-Jan-00		M19N283	190527			
P19N318	278171892	TRES	Ithaca	Unit_2	31	2019	Adult	M	Color_Stressor	Mate_Control_Control	168	1	AHY	17.5	28.5	119	00-Jan-00	00-Jan-00	B_S_D	2.99	3.16	216		00-Jan-00	38.51	40.73	209	Dex	8	00-Jan-00				00-Jan-00	16.55	17.5	204	00-Jan-00		M19N284	190528			
P19N319	281128404	TRES	Ithaca	Unit_2	50	2019	Adult	F			168	1	SY	19	27.3	117	00-Jan-00	00-Jan-00	B_S_D	0	0.47	216		00-Jan-00	32.89	34.78	232	Dex	8.5	00-Jan-00				00-Jan-00	14.1	14.91	225	00-Jan-00		M19N285	190529			
P19N320	281128704	TRES	Ithaca	Unit_1	58	2019	Adult	F	Color_Stressor	Predator_Control	168	3	SY	17.5	28.3	120	00-Jan-00	00-Jan-00	B_S_A30	4.17	4.41	236		00-Jan-00	50.27	53.16	296	Cortro		00-Jan-00					69.81	73.82	288			M19N286	190530			Bolus taken
P19N321	281128653	TRES	Ithaca	Unit_1	58	2019	Adult	M	Color_Stressor	Mate_Predator_Control	168	1	AHY	17.5	28.8	120	00-Jan-00	00-Jan-00	B_S_D	10.22	10.8	199		00-Jan-00	38.44	40.66	237	Dex	8	00-Jan-00					28.22	29.84	259			M19N287	190531			
P19N322	281128654	TRES	Ithaca	Unit_1	79	2019	Adult	F			168	1	SY	18.5	28.8	114	00-Jan-00	00-Jan-00	B_S_D	0	0.47	205		00-Jan-00	25.34	26.8	242	Dex	8.5	00-Jan-00				00-Jan-00	17.61	18.63	243	00-Jan-00		M19N288	190532			
P19N325	278172277	TRES	Ithaca	Unit_2	116	2019	Nestling	Unknown			168		15	17.25			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	9.89	10.46	277		Fledged	M19N289	190540			
	278172278	TRES	Ithaca	Unit_2	116	2019	Nestling	Unknown			168		15	16			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	31.13	32.92	234		Fledged	M19N290	190541			Microb not fully inserted
P19N326	278172279	TRES	Ithaca	Unit_2	116	2019	Nestling	Unknown			168		15	17			00-Jan-00		A30									Dex		00-Jan-00				00-Jan-00	14.07	14.89	216		Fledged	M19N291	190542			Microb not fully inserted
P19N327	278172280	TRES	Ithaca	Unit_2	116	2019	Nestling	Unknown			168		15	16			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	28.99	30.67	254		Fledged	M19N292	190543			
	278172281	TRES	Ithaca	Unit_2	116	2019	Nestling	Unknown			168		15	18.75			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	41.4	43.79	198		Fledged	M19N293	190544			Microb not fully inserted
P19N340	278172233	TRES	Ithaca	Unit_1	86	2019	Adult	F	Color_Stressor	Predator_Control	169	3	SY	16.75	28.5	116	00-Jan-00	00-Jan-00	B_S_A30	1.73	1.83	231		00-Jan-00	28.04	29.66	241	Cortro	5.5	00-Jan-00				00-Jan-00	61.06	64.58	248	00-Jan-00		M19N294	190564			
P19N341	272107529	TRES	Ithaca	Unit_1	86	2019	Adult	M	Color_Stressor	Mate_Predator_Control	169	1	AHY	19.25	27.8	121	00-Jan-00	00-Jan-00	B_S_D	0	0.47	241		00-Jan-00	37.05	39.18	253	Dex	8.5	00-Jan-00				00-Jan-00	8.32	8.8	221	00-Jan-00		M19N295	190565			
P19N346	281128743	TRES	Ithaca	Unit_1	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	169		15	15.75			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	24	25.38	233		Fledged	M19N296	190567			
P19N343	281128744	TRES	Ithaca	Unit_1	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	169		15	16.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	28.67	30.33	229		Fledged	M19N297	190568			
P19N368	278172162	TRES	Ithaca	Unit_2	34	2019	Adult	F	Color_Stressor	Control_Dull	170	3	SY	19	28	116	00-Jan-00	00-Jan-00	B_S_A30	1.49	1.57	203		00-Jan-00	18.82	19.9	263	Cortro	5.5	00-Jan-00				00-Jan-00	44.37	46.92	247	00-Jan-00		M19N298	190625			
P19N369	281128516	TRES	Ithaca	Unit_2	34	2019	Adult	M	Color_Stressor	Mate_Control_Dull	170	1	AHY	18.25	28.7	115	00-Jan-00	00-Jan-00	B_S_D	0.04	0.47	184		00-Jan-00	66.52	70.35	255	Dex	8.5	00-Jan-00				00-Jan-00	16.46	17.41	273	00-Jan-00		M19N299	190626			
P19N370	281128603	TRES	Ithaca	Unit_2	72	2019	Adult	F	Color_Stressor	Predator_Control	170	3	SY	18.25	26.9	114	00-Jan-00	00-Jan-00	B_S_A30	1.62	1.71	213		00-Jan-00	21.59	22.83	212	Cortro		00-Jan-00				00-Jan-00	21.72	22.97	242	00-Jan-00		M19N300	190627			
	278172283	TRES	Ithaca	Unit_1	47	2019	Nestling	Unknown	Color_Stressor	Control_Control	170		15	16.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	27.74	29.34	180		Died	M19N301	190629			
P19N371	281128805	TRES	Ithaca	Unit_1	81	2019	Nestling	Unknown	Color_Stressor	Control_Control	170		15	19			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	14.67	15.52	240		Fledged	M19N302	190630			
	281128804	TRES	Ithaca	Unit_1	81	2019	Nestling	Unknown	Color_Stressor	Control_Control	170		15	16.75			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	25.14	26.6	235		Fledged	M19N303	190631			
P19N372	281128802	TRES	Ithaca	Unit_1	81	2019	Nestling	Unknown	Color_Stressor	Control_Control	170		15	16.75			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	8.49	8.98	222		Fledged	M19N304	190632			
	281128803	TRES	Ithaca	Unit_1	81	2019	Nestling	Unknown	Color_Stressor	Control_Control	170		15	16.75			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	20.67	21.87	228		Fledged	M19N305	190633			Microbiome swab not fully inserted
	281128801	TRES	Ithaca	Unit_1	81	2019	Nestling	Unknown	Color_Stressor	Control_Control	170		15	16.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	30.26	32.01	180		Fledged	M19N306	190634			
P19N380	281128502	TRES	Ithaca	Unit_2	41	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	171		15	18.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	39.44	41.71	178		Fledged	M19N307	190645			
P19N381	281128503	TRES	Ithaca	Unit_2	41	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	171		15	18.75			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	21.08	22.3	183		Fledged	M19N308	190646			
P19N382	281128504	TRES	Ithaca	Unit_2	41	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	171		15	17.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	29.72	31.44	237		Fledged	M19N309	190647			
	281128505	TRES	Ithaca	Unit_2	41	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	171		15	18.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	16.49	17.44	232		Fledged	M19N310	190648			
P19N383	281128808	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	171		15	14			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	36.47	38.58	199		Fledged	M19N311	190649			
P19N384	281128809	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	171		15	14.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	12.74	13.48	187		Fledged	M19N312	190650			
P19N385	281128810	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	171		15	16.25			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	17.19	18.19	171		Fledged	M19N313	190651			
	281128811	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	171		15	18			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	29.05	30.73	175		Fledged	M19N314	190652			
	281128812	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	171		15	7.5			00-Jan-00		A30									Cortro		00-Jan-00									Died	M19N315				
	281128813	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	171		15	16.25			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	14.22	15.04	172		Fledged	M19N316	190653			
P19N403	278172235	TRES	Ithaca	Unit_1	83	2019	Adult	F			172	3	SY	17.25	28.1	109	00-Jan-00	00-Jan-00	B_S_A30	5.33	5.64	224		00-Jan-00	50.9	53.83	217	Cortro	5.5	00-Jan-00				00-Jan-00	51.44	54.4	226	00-Jan-00		M19N317	190701			
P19N404	278171893	TRES	Ithaca	Unit_1	83	2019	Adult	M			172	1	AHY	18.5	29	117	00-Jan-00	00-Jan-00	B_S_D	0	0.47	211		00-Jan-00	34.71	36.7	279	Dex	8.5	00-Jan-00				00-Jan-00	18.17	19.21	247	00-Jan-00		M19N318	190702			
P19N405	278172231	TRES	Ithaca	Unit_1	19	2019	Adult	F			172	1	SY	20.5	28.4	112	00-Jan-00	00-Jan-00	B_S_D	0.23	0.47	199		00-Jan-00	45.67	48.3	193	Dex	9.5	00-Jan-00				00-Jan-00	15.62	16.52	241	00-Jan-00		M19N319	190703			"Re-nest (previous nest: 34)
Experiment/Treatment: Color Stressor/Control-Control"
P19N406	278172163	TRES	Ithaca	Unit_2	14	2019	Adult	F	Color_Stressor	Predator_Dull	172	3	ASY	19	29.2	115	00-Jan-00	00-Jan-00	B_S_A30	5.06	5.35	196		00-Jan-00	29.94	31.66	170	Cortro	5	00-Jan-00				00-Jan-00	23.46	24.81	180	00-Jan-00		M19N320	190704			
P19N407	272107816	TRES	Ithaca	Unit_2	14	2019	Adult	M	Color_Stressor	Mate_Predator_Dull	172	1	AHY	17.5	28.2	120	00-Jan-00	00-Jan-00	B_S_D	5.78	6.11	235		00-Jan-00	45.97	48.62	196	Dex	8	00-Jan-00				00-Jan-00	11.81	12.49	304	00-Jan-00		M19N321	190705			
P19N408	281128748	TRES	Ithaca	Unit_2	29	2019	Nestling	Unknown	Color_Stressor	Predator_Control	172		15	17.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	31.3	33.1	209		Fledged	M19N322	190707			
P19N409	281128749	TRES	Ithaca	Unit_2	29	2019	Nestling	Unknown	Color_Stressor	Predator_Control	172		15	18			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	33.32	35.24	267		Fledged	M19N323	190708			
P19N410	281128750	TRES	Ithaca	Unit_2	29	2019	Nestling	Unknown	Color_Stressor	Predator_Control	172		15	18			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	22.31	23.6	200		Fledged	M19N324	190709			
	281128511	TRES	Ithaca	Unit_2	117	2019	Nestling	Unknown	Color_Stressor	Control_Control	172		15	12			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	56.06	59.29	182		Fledged	M19N325	190710			
	281128512	TRES	Ithaca	Unit_2	117	2019	Nestling	Unknown	Color_Stressor	Control_Control	172		15	14.75			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	53.06	56.11	218		Fledged	M19N326	190711			
	281128513	TRES	Ithaca	Unit_2	117	2019	Nestling	Unknown	Color_Stressor	Control_Control	172		15	13			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	33.67	35.61	194		Fledged	M19N327	190712			
	281128514	TRES	Ithaca	Unit_2	117	2019	Nestling	Unknown	Color_Stressor	Control_Control	172		15	11.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	34.57	36.57	110		Fledged	M19N328	190713			
	281128515	TRES	Ithaca	Unit_2	117	2019	Nestling	Unknown	Color_Stressor	Control_Control	172		15	13			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	36.22	38.31	240		Fledged	M19N329	190714			
	281128506	TRES	Ithaca	Unit_2	3	2019	Nestling	Unknown	Color_Stressor	Control_Dull	172		15	10.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	15.24	16.12	98		Fledged	M19N330	190715			Microbiome swab was not fully inserted.
P19N411	281128507	TRES	Ithaca	Unit_2	3	2019	Nestling	Unknown	Color_Stressor	Control_Dull	172		15	19.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	22.13	23.41	208		Fledged	M19N331	190716			
P19N412	281128508	TRES	Ithaca	Unit_2	3	2019	Nestling	Unknown	Color_Stressor	Control_Dull	172		15	16.25			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	33.83	35.78	208		Fledged	M19N332	190717			
P19N413	281128509	TRES	Ithaca	Unit_2	3	2019	Nestling	Unknown	Color_Stressor	Control_Dull	172		15	14.75			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	24.74	26.16	149		Fledged	M19N333	190718			
	281128510	TRES	Ithaca	Unit_2	3	2019	Nestling	Unknown	Color_Stressor	Control_Dull	172		15	19			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	14.44	15.28	205		Fledged	M19N334	190719			
P19N450	281128752	TRES	Ithaca	Unit_2	62	2019	Nestling	Unknown	Color_Stressor	Control_Control	174		15	15.25			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	47.97	50.73	369		Fledged	M19N335	190783			
P19N451	281128753	TRES	Ithaca	Unit_2	62	2019	Nestling	Unknown	Color_Stressor	Control_Control	174		15	17			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	15.46	16.35	199		Fledged	M19N336	190784			
P19N452	281128754	TRES	Ithaca	Unit_2	62	2019	Nestling	Unknown	Color_Stressor	Control_Control	174		15	13.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	18.81	19.89	230		Fledged	M19N337	190785			
	281128755	TRES	Ithaca	Unit_2	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	174		15	19			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	31.95	33.79	184		Fledged	M19N338	190786			
P19N453	281128756	TRES	Ithaca	Unit_2	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	174		15	15			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	30.3	32.04	181		Fledged	M19N339	190787			
P19N454	281128757	TRES	Ithaca	Unit_2	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	174		15	20.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	18.13	19.18	250		Fledged	M19N340	190788			
	281128758	TRES	Ithaca	Unit_2	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	174		15	17			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	79.71	84.31	205		Fledged	M19N341	190789			
	281128765	TRES	Ithaca	Unit_2	9	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	175		15	17.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	28.25	29.88	254		Fledged	M19N342	190791			
P19N456	281128766	TRES	Ithaca	Unit_2	9	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	175		15	15.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	41.23	43.61	278		Fledged	M19N343	190792			
	281128767	TRES	Ithaca	Unit_2	9	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	175		15	16			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	48.66	51.47	201		Died	M19N344	190793			
P19N457	281128760	TRES	Ithaca	Unit_2	57	2019	Nestling	Unknown	Color_Stressor	Predator_Control	175		15	16.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	39.5	41.78	242		Died	M19N345	190794			Post injection bleed time on the binder is wrong
P19N458	281128763	TRES	Ithaca	Unit_2	57	2019	Nestling	Unknown	Color_Stressor	Predator_Control	175		15	14.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	57.27	60.57	256		Died	M19N346	190796			Post injection bleed time on the binder is wrong
P19N459	281128764	TRES	Ithaca	Unit_2	57	2019	Nestling	Unknown	Color_Stressor	Predator_Control	175		15	14.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	51.08	54.03	289		Died	M19N347	190797			Post injection bleed time on the binder is wrong
	281128677	TRES	Ithaca	Unit_1	58	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	17.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	21.77	23.02	261		Fledged	M19N348	190812			
P19N466	281128678	TRES	Ithaca	Unit_1	58	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	18			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	9.94	10.52	182		Died	M19N349	190813			
	281128679	TRES	Ithaca	Unit_1	58	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	20			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	14.43	15.27	167		Fledged	M19N350	190814			
	281128680	TRES	Ithaca	Unit_1	86	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	10			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	8.68	9.19	198		Fledged	M19N351	190815			
P19N467	281128681	TRES	Ithaca	Unit_1	86	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	17.25			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	27.62	29.21	192		Fledged	M19N352	190816			
P19N468	281128682	TRES	Ithaca	Unit_1	86	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	16.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	26.15	27.66	228		Fledged	M19N353	190817			
	281128440	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	11.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	75.12	79.45	159		Fledged	M19N354	190818			
	281128441	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	15			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	58.92	62.32	245		Fledged	M19N355	190819			
	281128442	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	13.25			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	54.93	58.09	282		Fledged	M19N356	190820			
P19N469	281128443	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	15					A30									Cortro	5.5	00-Jan-00				00-Jan-00	50.3	53.2	243		Fledged	M19N357	190821			
P19N470	281128444	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	16			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	33.99	35.95	207		Fledged	M19N358	190822			
	281128445	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	176		15	16					A30									Cortro	5.5					00-Jan-00	21.27	22.5	230		Fledged	M19N359	190823			
